Brand,Model,Selling_Price,Year,Seller_Type,Owner,KM_Driven,Ex_Showroom_Price
Royal,Royal Enfield Thunderbird 350,120000,2017,Individual,2nd owner,9000,111832.0
Hero,Hero Honda CD100SS,10000,1997,Individual,1st owner,646000,74061.0
TVS,TVS Apache RTR 160,35000,2011,Individual,1st owner,25000,65702.0
Royal,Royal Enfield Classic 350,140000,2016,Individual,1st owner,3654,122299.0
Royal,Royal Enfield Himalayan,145000,2017,Individual,1st owner,14000,119560.0
KTM,KTM 200 Duke,120000,2017,Individual,1st owner,4100,80994.0
Royal,Royal Enfield Bullet 350 [2007-2011],65000,2011,Individual,2nd owner,65000,120821.0
Bajaj,Bajaj Pulsar 150,8000,2005,Individual,1st owner,58000,78366.0
Royal,Royal Enfield Thunderbird 350,85000,2010,Individual,1st owner,15000,89640.0
Hero,Hero Passion Pro 110,39000,2013,Individual,1st owner,20000,99077.0
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,35600,74180.0
Royal,Royal Enfield Electra 5 S,85000,2008,Individual,1st owner,20000,124089.0
Royal,Royal Enfield Interceptor 650,270000,2019,Individual,1st owner,9000,106465.0
Royal,Royal Enfield Thunderbird 350,60000,2006,Individual,1st owner,40000,34551.0
Hero,Hero Honda Splendor Plus,28000,2008,Individual,1st owner,70889,109045.0
KTM,KTM 200 Duke,135000,2018,Individual,1st owner,24000,86337.0
Royal,Royal Enfield Thunderbird 350,120000,2016,Individual,1st owner,24600,75416.0
Hero,Hero Honda Splendor,10000,2000,Individual,1st owner,61000,47253.0
TVS,TVS Apache RTR 160,83299,2019,Individual,1st owner,6400,98699.0
Bajaj,Bajaj Pulsar 220 Fi,65000,2013,Individual,1st owner,6409,116003.0
Hero,Hero Honda Karizma ZMR [2010],45000,2012,Individual,3rd owner,44000,100390.0
Royal,Royal Enfield Bullet 350,110000,2015,Individual,1st owner,36000,106396.0
Hero,Hero Honda CD Deluxe,14700,2005,Individual,2nd owner,30000,31687.0
Suzuki,Suzuki Access 125,70000,2018,Individual,1st owner,14500,76504.0
TVS,TVS Sport,35000,2018,Individual,1st owner,26600,46726.0
Hero,Hero Honda Glamour,19000,2012,Individual,1st owner,32000,70860.0
KTM,KTM 125 Duke,130000,2019,Individual,1st owner,3500,62384.0
Bajaj,Bajaj Pulsar NS200,50000,2013,Dealer,1st owner,58203,108211.0
Bajaj,Bajaj Pulsar 150 [2001-2011],18000,2005,Individual,1st owner,21885,111527.0
Hero,Hero Honda Splendor Plus,40000,2007,Individual,1st owner,40000,42390.0
Bajaj,Bajaj Avenger Cruise 220,95000,2018,Individual,1st owner,1800,56478.0
Bajaj,Bajaj Pulsar 150 [2001-2011],26500,2010,Individual,1st owner,52500,91667.0
Bajaj,Bajaj Boxer,12000,2008,Individual,1st owner,17500,92344.0
Bajaj,Bajaj Pulsar 150,20000,2006,Individual,1st owner,41000,87628.0
Honda,Honda Shine,25000,2010,Individual,1st owner,20000,130501.0
KTM,KTM 250 Duke,135000,2017,Individual,1st owner,16500,45523.0
Royal,Royal Enfield Classic 350,135000,2017,Individual,1st owner,15000,71004.0
Bajaj,Bajaj Super,20000,1988,Individual,1st owner,21000,85816.0
Bajaj,Bajaj Pulsar 150,26000,2012,Individual,2nd owner,65000,40209.0
Hero,Hero Honda CD Deluxe,24700,2012,Individual,2nd owner,40000,126112.0
Hero,Hero Honda Passion PRO [2012],12000,2012,Individual,1st owner,90000,117419.0
Royal,Royal Enfield Classic 350,150000,2017,Individual,1st owner,7000,125048.0
Hero,Hero Honda CD100,15000,1999,Dealer,2nd owner,10000,69703.0
Hero,Hero Super Splendor,35000,2014,Individual,2nd owner,37541,88939.0
Hero,Hero Honda Passion Plus,40000,2018,Individual,1st owner,29000,31672.0
TVS,TVS Spectra,17000,2008,Individual,1st owner,50000,131709.0
Hero,Hero Honda CD100,15000,2000,Individual,1st owner,50000,66939.0
Bajaj,Bajaj Pulsar 220F,60000,2017,Individual,2nd owner,40000,69152.0
Hero,Hero Splendor Plus,30000,2013,Individual,1st owner,20000,80838.0
Bajaj,Bajaj Pulsar 150 [2001-2011],55000,2010,Individual,1st owner,42000,50004.0
TVS,TVS Star City Plus,52000,2017,Individual,1st owner,25000,83981.0
Bajaj,Bajaj Discover 135,12000,2007,Individual,1st owner,60000,31396.0
Bajaj,Bajaj Platina 100,23000,2013,Individual,2nd owner,24000,101543.0
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,36000,118556.0
Bajaj,Bajaj Platina 100,20000,2012,Individual,1st owner,16295,121937.0
Bajaj,Bajaj Pulsar 150,16000,2011,Individual,2nd owner,59000,77261.0
Bajaj,Bajaj Pulsar 150,20000,2006,Individual,1st owner,9500,74336.0
Bajaj,Bajaj Pulsar NS200,50000,2012,Individual,1st owner,46000,89957.0
Hero,Hero Splendor Plus,12000,2007,Individual,1st owner,100000,81230.0
Bajaj,Bajaj CT 100,40000,2018,Individual,1st owner,14000,75817.0
Hero,Hero Honda Pleasure,25000,2009,Individual,1st owner,50000,62930.0
Bajaj,Bajaj Platina 100,20000,2012,Individual,1st owner,16295,49114.0
Hero,Hero Honda CD Deluxe,25000,2010,Individual,1st owner,35000,133381.0
Bajaj,Bajaj Pulsar 150,22000,2011,Individual,1st owner,60000,89822.0
TVS,TVS Apache RTR 160,40000,2014,Individual,2nd owner,50000,78409.0
Bajaj,Bajaj Pulsar 220F,75000,2016,Individual,1st owner,10500,132948.0
Hero,Hero Honda Passion PRO [2012],28000,2011,Individual,2nd owner,60000,71073.0
Honda,Honda Dio,30000,2014,Individual,1st owner,24000,109385.0
Bajaj,Bajaj Avenger Street 160,85000,2019,Individual,1st owner,3000,93658.0
Hero,Hero Honda CD Deluxe,12000,2007,Individual,2nd owner,100000,95620.0
Bajaj,Bajaj Pulsar 150,25000,2015,Individual,2nd owner,50000,46342.0
Bajaj,Bajaj Pulsar 150,40000,2012,Individual,2nd owner,37000,46826.0
Hero,Hero Honda CD Deluxe,15000,2011,Individual,1st owner,70000,68392.0
TVS,TVS Excel,5000,1998,Individual,1st owner,60000,48482.0
Honda,Honda Shine,40000,2015,Individual,1st owner,21121,127166.0
Honda,Honda Dio,28000,2014,Individual,1st owner,13000,33219.0
Hero,Hero Splendor Plus,35000,2013,Individual,1st owner,55000,69405.0
Bajaj,Bajaj Xcd,25000,2007,Individual,2nd owner,100000,116551.0
TVS,TVS Streak,20000,2009,Individual,2nd owner,36000,130733.0
Yamaha,Yamaha YZF R15 [2011-2018],65000,2011,Individual,1st owner,29000,128642.0
Yamaha,Yamaha RX135,65000,1998,Individual,3rd owner,16500,44011.0
Honda,Honda Shine,37000,2014,Individual,1st owner,16145,50311.0
Hero,Hero Honda Passion Plus,18000,2007,Individual,2nd owner,50000,38956.0
Hero,Hero Honda Passion PRO [2012],28700,2012,Individual,2nd owner,49876,67704.0
Bajaj,Bajaj Pulsar 180F,100000,2019,Individual,1st owner,1300,44240.0
Hero,Hero Honda Glamour,21000,2010,Individual,1st owner,11000,60707.0
Bajaj,Bajaj Pulsar 150 [2001-2011],30000,2010,Individual,2nd owner,55000,48625.0
TVS,TVS Apache RTR 200 4V,90000,2019,Individual,1st owner,20000,33693.0
Bajaj,Bajaj Super,6000,1991,Individual,1st owner,35000,47729.0
Hero,Hero Honda Passion Plus,23500,2010,Individual,1st owner,60000,43645.0
Bajaj,Bajaj Pulsar 150,55000,2015,Individual,2nd owner,40000,92676.0
Hero,Hero Honda CD100,15000,1998,Individual,1st owner,65000,70210.0
Bajaj,Bajaj Pulsar 220 DTS-i,40000,2011,Individual,1st owner,26000,50653.0
Hero,Hero Honda Achiever,15000,2009,Individual,1st owner,86000,65512.0
Hero,Hero Honda Karizma,40000,2011,Individual,2nd owner,340000,117769.0
Bajaj,Bajaj Avenger Cruise 220,70000,2016,Individual,1st owner,10000,66657.0
Bajaj,Bajaj Discover 135,22000,2007,Individual,1st owner,25000,133152.0
Bajaj,Bajaj Pulsar 150,72000,2017,Individual,1st owner,24000,99560.0
Hero,Hero HF Deluxe,30000,2014,Individual,2nd owner,35000,34222.0
Aprilia,Aprilia SR 125,65000,2018,Individual,1st owner,6500,70000.0
Bajaj,Bajaj Pulsar 150,68000,2019,Individual,1st owner,10000,64655.0
Honda,Honda Shine,30000,2014,Individual,1st owner,25000,85342.0
Hero,Hero Super Splendor,45000,2012,Individual,1st owner,21000,74091.0
TVS,TVS Scooty Pep DLX,14500,2012,Individual,1st owner,44000,87005.0
TVS,TVS Star City Plus,26000,2014,Individual,2nd owner,68000,48522.0
Hero,Hero Honda Street Smart,10000,2000,Individual,1st owner,24000,60150.0
TVS,TVS Apache RTR 160,50000,2017,Individual,1st owner,38000,56402.0
Honda,Honda Dio,23000,2010,Individual,1st owner,40000,128670.0
Hero,Hero Honda Splendor Plus,15000,2006,Individual,1st owner,100000,119436.0
TVS,TVS Apache RTR 160,89999,2019,Individual,1st owner,6400,52685.0
Hero,Hero Honda Splendor Plus,17600,2006,Individual,1st owner,52000,92167.0
Bajaj,Bajaj Platina 100,17000,2007,Individual,1st owner,16000,104737.0
Bajaj,Bajaj Pulsar 150 [2001-2011],35000,2010,Individual,1st owner,60000,52727.0
Hero,Hero CD Deluxe,35000,2016,Individual,1st owner,38000,41353.0
Hero,Hero Splendor Plus,25000,2015,Individual,1st owner,45000,109291.0
Hero,Hero Honda Splendor Plus,10000,2007,Individual,1st owner,98000,107187.0
TVS,TVS Apache RTR 160,70000,2018,Individual,1st owner,16000,32743.0
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,50000,38771.0
Hero,Hero Honda Passion Plus,20000,2006,Individual,1st owner,28000,40359.0
Bajaj,Bajaj CT 100,8000,2005,Individual,2nd owner,82000,130690.0
Bajaj,Bajaj Pulsar 220 DTS-i,65000,2013,Individual,1st owner,6409,30610.0
Hero,Hero Honda Super Splendor [2005],20000,2008,Individual,1st owner,54000,97429.0
TVS,TVS Apache RTR 160,15000,2009,Individual,4th owner,880000,92461.0
Honda,Honda Activa 125,45000,2017,Individual,1st owner,49000,74154.0
Bajaj,Bajaj Pulsar 220F,50000,2011,Individual,2nd owner,55000,75726.0
Bajaj,Bajaj Pulsar NS200,85000,2018,Individual,2nd owner,15100,34456.0
Hero,Hero Honda Splendor,25000,2008,Individual,1st owner,38000,50654.0
KTM,KTM RC 200,180000,2019,Individual,2nd owner,13800,77382.0
Hero,Hero CBZ,35000,2010,Individual,1st owner,36000,131130.0
Hero,Hero Honda Glamour,35000,2012,Individual,1st owner,30000,98621.0
Hero,Hero Honda CBZ extreme,35000,2011,Individual,1st owner,35000,45500.0
Suzuki,Suzuki Access 125,40000,2017,Individual,1st owner,15000,54667.0
Bajaj,Bajaj Pulsar 150,30000,2010,Individual,1st owner,54000,80676.0
Bajaj,Bajaj Pulsar NS160,80000,2018,Individual,1st owner,11000,94455.0
Honda,Honda Shine,18000,2010,Individual,1st owner,15000,83185.0
Hero,Hero Passion Pro 110,20000,2008,Individual,3rd owner,40000,104644.0
Suzuki,Suzuki Access 125,20000,2012,Individual,1st owner,24000,100675.0
TVS,TVS Jupiter,70000,2018,Individual,1st owner,14000,121056.0
Hero,Hero Passion Pro 110,50000,2019,Individual,1st owner,29442,131359.0
Honda,Honda Livo,25000,2015,Individual,1st owner,30000,63069.0
Bajaj,Bajaj Pulsar 220F,110000,2019,Individual,1st owner,4000,54593.0
TVS,TVS Apache RTR 160 4V,85009,2018,Individual,1st owner,7500,47623.0
Hero,Hero Passion Pro 110,60000,2013,Individual,1st owner,15000,128186.0
Bajaj,Bajaj Pulsar 150,25000,2013,Individual,2nd owner,70000,59255.0
TVS,TVS Apache RTR 160 4V,75000,2019,Individual,1st owner,12657,61390.0
Honda,Honda Shine,20000,2007,Individual,1st owner,80000,90315.0
Suzuki,Suzuki Intruder 150,75000,2018,Individual,1st owner,10000,34152.0
Bajaj,Bajaj Pulsar RS 200,105000,2017,Individual,1st owner,18345,114588.0
Bajaj,Bajaj Discover 135,30000,2009,Individual,1st owner,20000,100900.0
Hero,Hero Honda CBZ,10000,2000,Individual,4th owner,48000,128425.0
Hero,Hero Honda Passion PRO [2012],25000,2012,Individual,2nd owner,20000,72075.0
Bajaj,Bajaj Xcd,15000,2008,Individual,1st owner,100000,81805.0
Bajaj,Bajaj Pulsar NS160,70000,2018,Individual,1st owner,20000,77947.0
Yamaha,Yamaha RXG,25000,1997,Individual,1st owner,45354,130817.0
TVS,TVS Streak,10000,2009,Individual,1st owner,100000,39509.0
Bajaj,Bajaj Pulsar RS 200,80000,2015,Individual,1st owner,32000,34326.0
Honda,Honda Livo,35000,2016,Individual,1st owner,70000,32080.0
Royal,Royal Enfield Classic 350,135000,2017,Individual,1st owner,2700,35634.0
Bajaj,Bajaj CT 100,30000,2016,Individual,1st owner,38500,88853.0
Bajaj,Bajaj CT 100,42000,2019,Individual,1st owner,2900,60010.0
TVS,TVS Star City Plus,50000,2016,Individual,2nd owner,14000,34244.0
Royal,Royal Enfield Electra 4 S,80000,2013,Individual,1st owner,46000,46992.0
KTM,KTM 200 Duke,130000,2016,Individual,1st owner,12000,130063.0
Bajaj,Bajaj Pulsar 220F,120000,2019,Individual,1st owner,6500,69485.0
Honda,Honda Shine,30000,2014,Individual,1st owner,40000,84224.0
Honda,Honda Livo,45000,2018,Individual,1st owner,10000,80508.0
Honda,Honda Activa 125,30000,2014,Individual,1st owner,20000,38661.0
TVS,TVS Victor GLX,18000,2005,Individual,1st owner,11000,62473.0
Bajaj,Bajaj Pulsar NS200,85000,2018,Individual,1st owner,17500,119252.0
Bajaj,Bajaj Platina 100,40000,2018,Individual,1st owner,17500,53517.0
TVS,TVS Sport,34000,2018,Individual,1st owner,25000,112131.0
Hero,Hero Honda Passion Plus,8000,2003,Individual,1st owner,53500,116805.0
Honda,Honda Dio,50000,2016,Individual,1st owner,8000,39735.0
Hero,Hero Honda Splendor Plus,20000,2006,Individual,1st owner,75000,92777.0
Bajaj,Bajaj Pulsar 150,50000,2012,Individual,1st owner,28000,93977.0
Bajaj,Bajaj Discover 135,37000,2008,Individual,1st owner,62000,112113.0
Honda,Honda Livo,69000,2018,Individual,1st owner,12000,55573.0
Hero,Hero Honda Splendor NXG,28000,2012,Individual,1st owner,49999,65820.0
Royal,Royal Enfield Thunderbird 350,135000,2016,Individual,1st owner,4500,62903.0
Bajaj,Bajaj Xcd,20000,2009,Individual,1st owner,16000,38889.0
Bajaj,Bajaj Avenger Street 160,80000,2019,Individual,1st owner,5000,97071.0
Royal,Royal Enfield Electra 5 S,99000,2006,Individual,2nd owner,36000,120656.0
TVS,TVS Apache RTR 200 4V,90000,2018,Individual,1st owner,70000,104266.0
Hero,Hero Honda Splendor Plus,20000,2005,Individual,1st owner,27370,59625.0
TVS,TVS Victor GLX,27000,2002,Individual,1st owner,49000,37085.0
Honda,Honda Grazia,60000,2018,Individual,1st owner,16000,56415.0
Bajaj,Bajaj Pulsar 150 [2001-2011],12000,2007,Individual,2nd owner,100000,54290.0
Hero,Hero Super Splendor,40000,2013,Individual,1st owner,68000,66446.0
Hero,Hero Honda Passion Plus,25000,2007,Individual,1st owner,70000,48443.0
Hero,Hero Splendor Plus,25000,2006,Individual,2nd owner,40000,53888.0
Bajaj,Bajaj Discover 135,25000,2010,Individual,1st owner,55000,129701.0
Hero,Hero Honda Splendor,10000,2006,Individual,1st owner,75000,118767.0
Hero,Hero Honda CD Deluxe,25000,2008,Individual,3rd owner,65000,38406.0
Royal,Royal Enfield Electra Twinspark,120000,2016,Individual,1st owner,345000,98788.0
TVS,TVS Apache [2006],15000,2006,Individual,1st owner,40000,127857.0
TVS,TVS Apache RTR 200 4V,125000,2019,Individual,1st owner,3000,128030.0
Hero,Hero Honda CBZ extreme,35000,2011,Individual,1st owner,28000,75308.0
Bajaj,Bajaj Pulsar 150,75000,2017,Individual,1st owner,30000,83355.0
Bajaj,Bajaj Platina 100,25000,2013,Individual,1st owner,30000,123164.0
Suzuki,Suzuki SlingShot,24000,2011,Individual,1st owner,17000,131245.0
TVS,TVS Apache RTR 160,70000,2018,Individual,1st owner,17000,60176.0
Yamaha,Yamaha Gladiator,15000,2009,Individual,1st owner,46000,62691.0
Hero,Hero Honda Glamour,45000,2012,Individual,1st owner,75000,65853.0
Royal,Royal Enfield Thunderbird 350,100000,2012,Individual,1st owner,28000,41179.0
Royal,Royal Enfield Classic 350,100000,2014,Individual,1st owner,19000,56955.0
Bajaj,Bajaj Pulsar 150,60000,2017,Individual,1st owner,28450,119827.0
Royal,Royal Enfield Electra Twinspark,100000,2014,Individual,1st owner,31500,73851.0
Bajaj,Bajaj Pulsar 150,40000,2016,Individual,1st owner,28000,35601.0
Bajaj,Bajaj Pulsar 150,21000,2007,Individual,1st owner,100000,104871.0
Hero,Hero HF Deluxe,40000,2018,Individual,1st owner,16000,99899.0
Bajaj,Bajaj Avenger Cruise 220,75000,2016,Individual,1st owner,10950,59968.0
Honda,Honda Dio,45000,2017,Individual,1st owner,35850,34295.0
Royal,Royal Enfield Bullet 350 [2007-2011],60000,2001,Individual,2nd owner,4000,76400.0
Royal,Royal Enfield Classic 350,130000,2018,Individual,2nd owner,35000,78349.0
Hero,Hero CBZ,40000,2014,Individual,1st owner,35000,69599.0
Hero,Hero Splendor Plus,65000,2018,Individual,1st owner,7500,74133.0
TVS,TVS Apache RTR 160 4V,105000,2019,Individual,1st owner,6000,107577.0
Royal,Royal Enfield Classic 350,120000,2017,Individual,1st owner,7199,105422.0
Hero,Hero Super Splendor,50000,2017,Individual,1st owner,9999,53089.0
Hero,Hero Honda CBZ extreme,25000,2007,Individual,1st owner,80000,132288.0
Honda,Honda Shine,37000,2016,Individual,1st owner,45000,69433.0
Royal,Royal Enfield Himalayan,119000,2016,Individual,1st owner,19800,57902.0
Royal,Royal Enfield Classic 350,130000,1993,Individual,2nd owner,10000,63738.0
Hero,Hero Honda Passion Plus,22000,2008,Individual,2nd owner,85000,112936.0
Hero,Hero Honda Splendor Plus,15000,2007,Individual,1st owner,70000,80510.0
KTM,KTM RC 200,150000,2017,Individual,1st owner,20000,60872.0
Royal,Royal Enfield Bullet 350 [2007-2011],150000,1995,Individual,3rd owner,20000,94827.0
Bajaj,Bajaj Pulsar 220F,45000,2011,Individual,1st owner,40000,97816.0
Honda,Honda Shine,30000,2013,Individual,1st owner,93000,130827.0
Bajaj,Bajaj Pulsar 150 [2001-2011],22000,2011,Individual,1st owner,36000,99042.0
Bajaj,Bajaj CT 100,25000,2017,Individual,1st owner,45000,67779.0
Hero,Hero CD Dawn,10000,2005,Individual,1st owner,48000,60786.0
Honda,Honda Shine,42000,2017,Individual,1st owner,25000,38445.0
TVS,TVS Max DLX,26000,2002,Individual,2nd owner,28000,67776.0
Honda,Honda Dio,60000,2018,Individual,1st owner,11000,40042.0
Royal,Royal Enfield Thunderbird 350,120000,2015,Individual,1st owner,10000,98312.0
Royal,Royal Enfield Thunderbird 350,59000,2005,Individual,2nd owner,40000,108678.0
KTM,KTM 390 Duke,205000,2018,Individual,1st owner,7500,116442.0
Bajaj,Bajaj Pulsar 150,35000,2011,Individual,1st owner,12000,103652.0
KTM,KTM RC 200,185000,2019,Individual,1st owner,6000,53336.0
Bajaj,Bajaj Pulsar 150,35000,2009,Individual,1st owner,14500,52948.0
Bajaj,Bajaj Pulsar 150 [2001-2011],35000,2008,Individual,1st owner,70000,81724.0
Hero,Hero Honda Passion Plus,25000,2008,Dealer,2nd owner,100000,111073.0
Hero,Hero Honda Splendor Plus,20000,2004,Individual,2nd owner,127000,37404.0
Hero,Hero Honda Splendor Plus,20000,2010,Individual,2nd owner,30000,34064.0
Hero,Hero Super Splendor,30000,2011,Individual,1st owner,89000,58735.0
Hero,Hero Super Splendor,40000,2017,Individual,2nd owner,80000,76874.0
Honda,Honda Shine,40000,2011,Individual,1st owner,8600,81204.0
Hero,Hero Honda Hunk,45000,2013,Individual,1st owner,40000,69112.0
Bajaj,Bajaj Pulsar 150,70000,2017,Individual,1st owner,24000,85950.0
Hero,Hero Honda Splendor Plus,25000,2012,Individual,1st owner,70000,54819.0
Hero,Hero CD Dawn,35000,2014,Individual,1st owner,38000,91168.0
Hero,Hero Honda CD Deluxe,25500,2012,Individual,1st owner,28990,62912.0
Hero,Hero Honda Hunk,35000,2010,Individual,1st owner,13000,114142.0
Hero,Hero Honda CD Deluxe,20000,2005,Individual,1st owner,15000,118609.0
Bajaj,Bajaj Pulsar 150 [2001-2011],30000,2008,Individual,1st owner,19500,71547.0
Hero,Hero Honda CBZ extreme,30000,2011,Individual,3rd owner,70000,56160.0
Bajaj,Bajaj Pulsar 150,40000,2014,Individual,2nd owner,65000,69470.0
Honda,Honda Livo,45000,2017,Individual,1st owner,30000,76999.0
Hero,Hero Honda Hunk,40000,2010,Individual,1st owner,41000,112893.0
Hero,Hero HF Deluxe,35000,2018,Individual,1st owner,15000,53876.0
Bajaj,Bajaj Boxer,15000,2004,Individual,1st owner,18000,97597.0
Royal,Royal Enfield Electra 5 S,99000,2012,Individual,1st owner,28000,117024.0
Royal,Royal Enfield Electra 5 S,90000,2012,Individual,1st owner,40000,
Hero,Hero Honda Hunk,20000,2010,Individual,1st owner,17000,
Bajaj,Bajaj Pulsar 220 DTS-i,60000,2014,Individual,1st owner,16000,
Hero,Hero Honda CBZ extreme,40000,2009,Individual,1st owner,50000,
Hero,Hero Honda CBZ extreme,35000,2012,Individual,1st owner,60000,
